Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,Tipo de estratégia de lances,Custo,Impr.,Cliques,Conversões,Taxa de conv.,Valor conv.,Valor conv. / custo,CPC méd.,Custo / conv.,CTR,CPM médio,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),% de sessões engajadas (GA4),Eventos / sessão (GA4),Freq. méd. impr. / usuário,Usuários exclusivos
fevereiro de 2026,Pausada,NHOQUE GRATINADO DINA PIZZA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836117482,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,NHOQUE GRATINADO DINA PIZZA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836117482,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,NHOQUE GRATINADO DINA PIZZA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836117482,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,NHOQUE GRATINADO DINA PIZZA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836117482,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,NHOQUE GRATINADO DINA PIZZA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836117482,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,CINE CINCAO GUARDIOES DA GALAXIA,"100,00", --,Diário,BRL,Pausado,campanha pausada,832473296,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,CINE CINCAO GUARDIOES DA GALAXIA,"100,00", --,Diário,BRL,Pausado,campanha pausada,832473296,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,CINE CINCAO GUARDIOES DA GALAXIA,"100,00", --,Diário,BRL,Pausado,campanha pausada,832473296,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,CINE CINCAO GUARDIOES DA GALAXIA,"100,00", --,Diário,BRL,Pausado,campanha pausada,832473296,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CINE CINCAO GUARDIOES DA GALAXIA,"100,00", --,Diário,BRL,Pausado,campanha pausada,832473296,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CINE CINCAO GUARDIOES DA GALAXIA,"100,00", --,Diário,BRL,Pausado,campanha pausada,832473296,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,JAQUETA MADU MODAS,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,830702061,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,JAQUETA MADU MODAS,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,830702061,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,JAQUETA MADU MODAS,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,830702061,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,JAQUETA MADU MODAS,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,830702061,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,JAQUETA MADU MODAS,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,830702061,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,JAQUETA MADU MODAS,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,830702061,Display,CPC (otimizado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,ESPAÇO DA MAMÃE,"150,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,823215049,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,ESPAÇO DA MAMÃE,"150,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,823215049,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,ESPAÇO DA MAMÃE,"150,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,823215049,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,ESPAÇO DA MAMÃE,"150,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,823215049,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,ESPAÇO DA MAMÃE,"150,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,823215049,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,ESPAÇO DA MAMÃE,"150,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,823215049,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Praça de Alimentação,"150,00", --,Diário,BRL,Pausado,campanha pausada,806420873,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Praça de Alimentação,"150,00", --,Diário,BRL,Pausado,campanha pausada,806420873,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Praça de Alimentação,"150,00", --,Diário,BRL,Pausado,campanha pausada,806420873,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Praça de Alimentação,"150,00", --,Diário,BRL,Pausado,campanha pausada,806420873,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Praça de Alimentação,"150,00", --,Diário,BRL,Pausado,campanha pausada,806420873,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Praça de Alimentação,"150,00", --,Diário,BRL,Pausado,campanha pausada,806420873,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,REDE DE PESQUISA,"50,00", --,Diário,BRL,Removido,campanha removida,756627797,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,REDE DE PESQUISA,"50,00", --,Diário,BRL,Removido,campanha removida,756627797,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,REDE DE PESQUISA,"50,00", --,Diário,BRL,Removido,campanha removida,756627797,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,REDE DE PESQUISA,"50,00", --,Diário,BRL,Removido,campanha removida,756627797,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,REDE DE PESQUISA,"50,00", --,Diário,BRL,Removido,campanha removida,756627797,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,REDE DE PESQUISA,"50,00", --,Diário,BRL,Removido,campanha removida,756627797,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Display Insti,"62,00", --,Diário,BRL,Pausado,campanha pausada,753117753,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Display Insti,"62,00", --,Diário,BRL,Pausado,campanha pausada,753117753,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Display Insti,"62,00", --,Diário,BRL,Pausado,campanha pausada,753117753,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Display Insti,"62,00", --,Diário,BRL,Pausado,campanha pausada,753117753,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Display Insti,"62,00", --,Diário,BRL,Pausado,campanha pausada,753117753,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Display Insti,"62,00", --,Diário,BRL,Pausado,campanha pausada,753117753,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Insti 2017,"330,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,752980205,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Insti 2017,"330,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,752980205,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Insti 2017,"330,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,752980205,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Insti 2017,"330,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,752980205,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Insti 2017,"330,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,752980205,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Insti 2017,"330,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,752980205,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,YOUTUBE,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; Nenhum grupo de anúncios,736405677,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,YOUTUBE,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; Nenhum grupo de anúncios,736405677,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,YOUTUBE,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; Nenhum grupo de anúncios,736405677,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,YOUTUBE,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; Nenhum grupo de anúncios,736405677,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,YOUTUBE,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; Nenhum grupo de anúncios,736405677,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,YOUTUBE,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; Nenhum grupo de anúncios,736405677,Vídeo,CPV máximo,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Institucional,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,729005703,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Institucional,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,729005703,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Institucional,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,729005703,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Institucional,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,729005703,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Institucional,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,729005703,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Institucional,"20,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,729005703,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Gadens Empreendimentos - Nacional,"16,00", --,Diário,BRL,Removido,campanha removida,252565593,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Gadens Empreendimentos - Nacional,"16,00", --,Diário,BRL,Removido,campanha removida,252565593,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Gadens Empreendimentos - Nacional,"16,00", --,Diário,BRL,Removido,campanha removida,252565593,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Gadens Empreendimentos - Nacional,"16,00", --,Diário,BRL,Removido,campanha removida,252565593,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Gadens Empreendimentos - Nacional,"16,00", --,Diário,BRL,Removido,campanha removida,252565593,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Gadens Empreendimentos - Nacional,"16,00", --,Diário,BRL,Removido,campanha removida,252565593,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Gadens Empreendimentos - Curitiba e Região,"16,00", --,Diário,BRL,Removido,campanha removida,252270033,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Gadens Empreendimentos - Curitiba e Região,"16,00", --,Diário,BRL,Removido,campanha removida,252270033,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Gadens Empreendimentos - Curitiba e Região,"16,00", --,Diário,BRL,Removido,campanha removida,252270033,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Gadens Empreendimentos - Curitiba e Região,"16,00", --,Diário,BRL,Removido,campanha removida,252270033,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Gadens Empreendimentos - Curitiba e Região,"16,00", --,Diário,BRL,Removido,campanha removida,252270033,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Gadens Empreendimentos - Curitiba e Região,"16,00", --,Diário,BRL,Removido,campanha removida,252270033,Pesquisa,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,Divulgação,"100,00", --,Diário,BRL,Removido,campanha removida,223841913,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,Divulgação,"100,00", --,Diário,BRL,Removido,campanha removida,223841913,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,Divulgação,"100,00", --,Diário,BRL,Removido,campanha removida,223841913,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,Divulgação,"100,00", --,Diário,BRL,Removido,campanha removida,223841913,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,Divulgação,"100,00", --,Diário,BRL,Removido,campanha removida,223841913,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,Divulgação,"100,00", --,Diário,BRL,Removido,campanha removida,223841913,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
 --,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"125571,13",24.453.945,85.378,"111.062,18","0,52%","109.510,63","0,87","1,47","1,13","0,35%","5,14","22,93%","19,13%","72,08%","6,90",,
 --,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
 --,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
janeiro de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
fevereiro de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
março de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
abril de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
maio de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
junho de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
 --,Total: Campanhas, --, --, --, --, --, --,, --, --, --,0,0,0,0, --,0,0,0,0, --,0, --, --, --,0,,
janeiro de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"21786,45",5.670.717,3.230,"15.180,85","0,30%","15.177,85","0,70","6,75","1,44","0,06%","3,84","36,65%","23,30%","31,20%","7,62",,
fevereiro de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"21419,53",5.044.553,3.763,"12.877,22","0,28%","12.871,22","0,60","5,69","1,66","0,07%","4,25","33,28%","20,27%","33,25%","3,75",,
março de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"12405,28",2.875.137,2.288,"8.024,00","0,31%","8.024,00","0,65","5,42","1,55","0,08%","4,31","31,70%","29,97%","18,47%","3,41",,
abril de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"25067,77",4.219.700,10.990,"16.655,50","0,46%","16.422,37","0,66","2,28","1,51","0,26%","5,94","23,95%","36,85%","62,58%","6,37",,
maio de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"25014,63",3.960.101,34.980,"30.651,25","0,92%","29.887,55","1,19","0,72","0,82","0,88%","6,32","20,36%","16,61%","73,34%","7,01",,
junho de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --, --,"19877,47",2.683.737,30.127,"27.673,35","1,23%","27.127,62","1,36","0,66","0,72","1,12%","7,41","21,25%","12,21%","74,60%","7,32",,
,Total: Conta,,,,,BRL,,,,,,"125571,13",24.453.945,85.378,"111.062,18","0,52%","109.510,63","0,87","1,47","1,13","0,35%","5,14","22,93%","19,13%","72,08%","6,90",,
maio de 2026,Total: Conta,,,,,BRL,,,,,,"25014,63",3.960.101,34.980,"30.651,25","0,92%","29.887,55","1,19","0,72","0,82","0,88%","6,32","20,36%","16,61%","73,34%","7,01",,
junho de 2026,Total: Conta,,,,,BRL,,,,,,"19877,47",2.683.737,30.127,"27.673,35","1,23%","27.127,62","1,36","0,66","0,72","1,12%","7,41","21,25%","12,21%","74,60%","7,32",,
abril de 2026,Total: Conta,,,,,BRL,,,,,,"25067,77",4.219.700,10.990,"16.655,50","0,46%","16.422,37","0,66","2,28","1,51","0,26%","5,94","23,95%","36,85%","62,58%","6,37",,
janeiro de 2026,Total: Conta,,,,,BRL,,,,,,"21786,45",5.670.717,3.230,"15.180,85","0,30%","15.177,85","0,70","6,75","1,44","0,06%","3,84","36,65%","23,30%","31,20%","7,62",,
março de 2026,Total: Conta,,,,,BRL,,,,,,"12405,28",2.875.137,2.288,"8.024,00","0,31%","8.024,00","0,65","5,42","1,55","0,08%","4,31","31,70%","29,97%","18,47%","3,41",,
fevereiro de 2026,Total: Conta,,,,,BRL,,,,,,"21419,53",5.044.553,3.763,"12.877,22","0,28%","12.871,22","0,60","5,69","1,66","0,07%","4,25","33,28%","20,27%","33,25%","3,75",,
,Total: Performance Max,,,,,BRL,,,,Performance Max,,"80779,08",24.311.520,76.812,"110.689,57","0,52%","109.145,02","1,35","1,05","0,73","0,32%","3,32","19,43%","18,02%","72,35%","6,91",,
,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
,Total: Local,,,,,BRL,,,,Local,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
,Total: Display,,,,,BRL,,,,Display,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
,Total: Pesquisa,,,,,BRL,,,,Pesquisa,,"44792,05",142.425,8.566,"372,61","4,35%","365,61","0,01","5,23","120,21","6,01%","314,50","35,76%","23,22%","46,48%","5,49",,
,Total: Vídeo,,,,,BRL,,,,Vídeo,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
,Total: Inteligente,,,,,BRL,,,,Inteligente,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,,"15306,20",2.668.541,29.015,"27.613,78","1,23%","27.069,05","1,77","0,53","0,55","1,09%","5,74","20,31%","11,89%","74,75%","7,33",,
janeiro de 2026,Total: Inteligente,,,,,BRL,,,,Inteligente,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Total: Local,,,,,BRL,,,,Local,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Total: Inteligente,,,,,BRL,,,,Inteligente,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Total: Inteligente,,,,,BRL,,,,Inteligente,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
